,rank,title,artist,date
236,37,Зачем топтать мою любовь,"DJ Nejtrino, ELIA",02/09/2020
237,38,Все мимо,Artik & Asti,02/09/2020
238,39,Океан,Мари Краймбрери,02/09/2020
239,40,August,Intelligency,02/09/2020
240,41,Малиновый закат (Remix),"Lvnx, ANAMUN",02/09/2020
241,42,Комета,JONY,02/09/2020
242,43,Луна не знает пути,"Тайпан, Agunda",02/09/2020
243,44,Credo,Zivert,02/09/2020
244,45,Прятки,HammAli & Navai,02/09/2020
245,46,Beverly Hills,Zivert,02/09/2020
246,47,Life,Zivert,02/09/2020
247,48,Грустный дэнс,"Artik & Asti, Артём Качер",02/09/2020
248,49,Вали,Канги,02/09/2020
249,50,Не смогу,"VERBEE, KARA KROSS",02/09/2020
250,51,Пикачу,Mia Boyka & ЕГОР ШИП,02/09/2020
251,52,Ну чё ты такой хороший?,Асия,02/09/2020
252,53,F..k that,Bastard!,02/09/2020
253,54,Kings & Queens,Ava Max,02/09/2020
254,55,Пряталась в ванной,Мари Краймбрери,02/09/2020
255,56,Таблетка,"Джаро & Ханза, kavabanga Depo kolibri",02/09/2020
256,57,ICE,MORGENSHTERN,02/09/2020
257,58,Hypnodancer,Little Big,02/09/2020
258,59,В последний раз,Тима Белорусских,02/09/2020
259,60,Зелёные волны,Zivert,02/09/2020
260,61,Выхода нет,Сплин,02/09/2020
261,62,#ПеретанцуйМеня,Артур Пирожков,02/09/2020
262,63,BALENCIAGA,FILV,02/09/2020
263,64,Dance Monkey,Tones And I,02/09/2020
264,65,Kosandra,Miyagi & Andy Panda,02/09/2020
265,66,Кукла колдуна,Король и Шут,02/09/2020
266,67,По кайфу,Олег Кензов,02/09/2020
267,68,Ураган,"GUF, Murovei, V $ X V PRiNCE",02/09/2020
268,69,Золото,Супер Жорик,02/09/2020
269,70,Кометы,polnalyubvi,02/09/2020
270,71,ВЕЧЕРиНОЧКА,"MONATIK, Вера Брежнева",02/09/2020
271,72,Сансара,"Баста, Скриптонит, Сергей Бобунец, Диана Арбенина, Ант, SunSay",02/09/2020
272,73,I Got Love,"Miyagi & Эндшпиль, Рем Дигга",02/09/2020
273,74,A Million On My Soul (Remix),"Moses, EMR3YGUL, Alexiane",02/09/2020
274,75,Психушка,Karna.val,02/09/2020
275,76,Времена,Макс Корж,02/09/2020
276,77,Небесные розы,JONY,02/09/2020
277,78,Чувства,Artik & Asti,02/09/2020
278,79,Numb,Linkin Park,02/09/2020
279,80,ily,"Surf Mesa, Emilee",02/09/2020
280,81,Под гипнозом,Artik & Asti,02/09/2020
281,82,Natalie Don't,RAYE,02/09/2020
282,83,Brother Louie,"Vize, Imanbek, Dieter Bohlen, Leony",02/09/2020
283,84,Положение,"Dior, Samo & ID",02/09/2020
284,85,In The End (Mellen Gi Remix),"Tommee Profitt, Fleurie, Mellen Gi",02/09/2020
285,86,Перемен,КИНО,02/09/2020
286,87,Прыгну со скалы,Король и Шут,02/09/2020
287,88,Меня не будет,"ANIKV, SALUKI",02/09/2020
288,89,Мадам,"JONY, Andro",02/09/2020
289,90,Камин,"EMIN, JONY",02/09/2020
290,91,2 типа людей,Макс Корж,02/09/2020
291,92,Relax,Junona Boys,02/09/2020
292,93,Give It Away,"Filatov & Karas, Deepest Blue",02/09/2020
293,94,Позови меня с собой (Cover),TSOY,02/09/2020
294,95,Если бы не ты,"Nebezao, NЮ",02/09/2020
295,96,Девочка-война,HammAli & Navai,02/09/2020
296,97,Нежность,Mary Gu,02/09/2020
297,98,ВЕСНУШКИ,Тима Белорусских,02/09/2020
298,99,Лесник,Король и Шут,02/09/2020
299,100,Ты пари,JONY,02/09/2020
300,1,3-е сентября,Михаил Шуфутинский,04/09/2020
301,2,Юность,Dabro,04/09/2020
302,3,Сияй,Ramil',04/09/2020
303,4,неболей,"Zivert, Баста",04/09/2020
304,5,Краш,Клава Кока & NILETTO,04/09/2020
305,6,Поболело и прошло,HENSY,04/09/2020
306,7,А уже фсё (prod. by SOAHX),Mitchel,04/09/2020
307,8,Cadillac,"MORGENSHTERN, Элджей",04/09/2020
308,9,"Я, ТЫ и МОРЕ",GAYAZOV$ BROTHER$,04/09/2020
309,10,Беги (feat. Poët),Dj Smash,04/09/2020
310,11,Blinding Lights,The Weeknd,04/09/2020
311,12,А если это любовь?,HammAli & Navai,04/09/2020
312,13,Lollipop,"Gafur, JONY",04/09/2020
313,14,Не пускайте танцевать,"TIMRAN, Zell, Batrai, Aslai",04/09/2020
314,15,Lovefool,twocolors,04/09/2020
315,16,X.O,"The Limba, Andro",04/09/2020
316,17,Плачу на техно,"Cream Soda, Хлеб",04/09/2020
317,18,Minor,Miyagi & Andy Panda,04/09/2020
318,19,Fly 2,"Zivert, NILETTO",04/09/2020
319,20,Твой поцелуй,"Асия, NЮ",04/09/2020
320,21,Если тебе будет грустно,"NILETTO, Rauf & Faik",04/09/2020
321,22,"Девочка, танцуй",Artik & Asti,04/09/2020
322,23,Французский поцелуй,Миша Марвин & Ханна,04/09/2020
323,24,Покинула чат,Клава Кока,04/09/2020
324,25,ЯТЛ,Zivert,04/09/2020
325,26,Fendi,Rakhim,04/09/2020
326,27,Там ревели горы,Miyagi & Andy Panda,04/09/2020
327,28,Двигаться,RaiM,04/09/2020
328,29,На своём вайбе,"Jah Khalib, GUF",04/09/2020
329,30,Ананасовый сироп,Natan & Ганвест,04/09/2020
330,31,Ты беспощадна,JONY,04/09/2020
331,32,Любимка,NILETTO,04/09/2020
332,33,Тепло,Макс Корж,04/09/2020
333,34,Лига легенд,Noize MC,04/09/2020
334,35,Увезите меня на Дип-хаус,GAYAZOV$ BROTHER$,04/09/2020
335,36,Малиновый закат (Remix),"Lvnx, ANAMUN",04/09/2020
336,37,На тебя смотрю,"Jah Khalib, ВесЪ",04/09/2020
337,38,Комета,JONY,04/09/2020
338,39,August,Intelligency,04/09/2020
339,40,Зачем топтать мою любовь,"DJ Nejtrino, Elia",04/09/2020
340,41,Все мимо,Artik & Asti,04/09/2020
341,42,Credo,Zivert,04/09/2020
342,43,Beverly Hills,Zivert,04/09/2020
343,44,UNO,Little Big,04/09/2020
344,45,Прятки,HammAli & Navai,04/09/2020
345,46,Луна не знает пути,"Тайпан, Agunda",04/09/2020
346,47,Океан,Мари Краймбрери,04/09/2020
347,48,F..k that,Bastard!,04/09/2020
348,49,Спой,Миша Марвин feat. Мот,04/09/2020
349,50,Life,Zivert,04/09/2020
350,51,Lollipop,"Элджей, MORGENSHTERN",04/09/2020
351,52,Грустный дэнс,"Artik & Asti, Артём Качер",04/09/2020
352,53,Пикачу,Mia Boyka & ЕГОР ШИП,04/09/2020
353,54,Kings & Queens,Ava Max,04/09/2020
354,55,Coco L'Eau,"Егор Крид, The Limba",04/09/2020
355,56,Не смогу,"VERBEE, KARA KROSS",04/09/2020
356,57,Вали,Канги,04/09/2020
357,58,Таблетка,"Джаро & Ханза, kavabanga Depo kolibri",04/09/2020
358,59,Выхода нет,Сплин,04/09/2020
359,60,ICE,MORGENSHTERN,04/09/2020
360,61,Ну чё ты такой хороший?,Асия,04/09/2020
361,62,Hypnodancer,Little Big,04/09/2020
362,63,Зелёные волны,Zivert,04/09/2020
363,64,BALENCIAGA,FILV,04/09/2020
364,65,Кукла колдуна,Король и Шут,04/09/2020
365,66,Пряталась в ванной,Мари Краймбрери,04/09/2020
366,67,Психушка,Karna.val,04/09/2020
367,68,В последний раз,Тима Белорусских,04/09/2020
368,69,Ураган,"GUF, Murovei, V $ X V PRiNCE",04/09/2020
369,70,#ПеретанцуйМеня,Артур Пирожков,04/09/2020
370,71,По кайфу,Олег Кензов,04/09/2020
371,72,Kosandra,Miyagi & Andy Panda,04/09/2020
372,73,A Million On My Soul (Remix),"Moses, EMR3YGUL, Alexiane",04/09/2020
373,74,Numb,Linkin Park,04/09/2020
374,75,Положение,"Dior, Samo & ID",04/09/2020
375,76,I Got Love,"Miyagi & Эндшпиль, Рем Дигга",04/09/2020
376,77,Что такое осень,ДДТ,04/09/2020
377,78,Сансара,"Баста, Скриптонит, Сергей Бобунец, Диана Арбенина, Ант, SunSay",04/09/2020
378,79,Прыгну со скалы,Король и Шут,04/09/2020
379,80,Dance Monkey,Tones And I,04/09/2020
380,81,Кометы,polnalyubvi,04/09/2020
381,82,Под гипнозом,Artik & Asti,04/09/2020
382,83,Natalie Don't,RAYE,04/09/2020
383,84,Небесные розы,JONY,04/09/2020
384,85,Времена,Макс Корж,04/09/2020
385,86,Чувства,Artik & Asti,04/09/2020
386,87,Лесник,Король и Шут,04/09/2020
387,88,ВЕЧЕРиНОЧКА,"MONATIK, Вера Брежнева",04/09/2020
388,89,Femme Like U,"Monaldin, Emma Peters",04/09/2020
389,90,ily,"Surf Mesa, Emilee",04/09/2020
390,91,Меня не будет,"ANIKV, SALUKI",04/09/2020
391,92,Камин,"EMIN, JONY",04/09/2020
392,93,Перемен,КИНО,04/09/2020
393,94,Золото,Супер Жорик,04/09/2020
394,95,Позови меня с собой (Cover),TSOY,04/09/2020
395,96,In The End (Mellen Gi Remix),"Tommee Profitt, Fleurie, Mellen Gi",04/09/2020
396,97,Мадам,"JONY, Andro",04/09/2020
397,98,Девочка-война,HammAli & Navai,04/09/2020
398,99,2 типа людей,Макс Корж,04/09/2020
399,100,Relax,Junona Boys,04/09/2020
400,1,Юность,Dabro,05/09/2020
401,2,Сияй,Ramil',05/09/2020
402,3,Краш,Клава Кока & NILETTO,05/09/2020
403,4,Поболело и прошло,HENSY,05/09/2020
404,5,неболей,"Zivert, Баста",05/09/2020
405,6,Cadillac,"MORGENSHTERN, Элджей",05/09/2020
406,7,А уже фсё (prod. by SOAHX),Mitchel,05/09/2020
407,8,Если тебе будет грустно,"Rauf & Faik, NILETTO",05/09/2020
408,9,"Я, ТЫ и МОРЕ",GAYAZOV$ BROTHER$,05/09/2020
409,10,Беги (feat. Poët),Dj Smash,05/09/2020
410,11,Coco L'Eau,"Егор Крид, The Limba",05/09/2020
411,12,Lollipop,"Элджей, MORGENSHTERN",05/09/2020
412,13,Плачу на техно,"Cream Soda, Хлеб",05/09/2020
413,14,Blinding Lights,The Weeknd,05/09/2020
414,15,X.O,"The Limba, Andro",05/09/2020
415,16,Lollipop,"Gafur, JONY",05/09/2020
416,17,А если это любовь?,HammAli & Navai,05/09/2020
417,18,Lovefool,twocolors,05/09/2020
418,19,Не пускайте танцевать,"TIMRAN, Zell, Batrai, Aslai",05/09/2020
419,20,Fly 2,"Zivert, NILETTO",05/09/2020
420,21,Minor,Miyagi & Andy Panda,05/09/2020
421,22,Покинула чат,Клава Кока,05/09/2020
422,23,"Девочка, танцуй",Artik & Asti,05/09/2020
423,24,Твой поцелуй,"Асия, NЮ",05/09/2020
424,25,ЯТЛ,Zivert,05/09/2020
425,26,Французский поцелуй,Миша Марвин & Ханна,05/09/2020
426,27,Fendi,Rakhim,05/09/2020
427,28,Двигаться,RaiM,05/09/2020
428,29,Любимка,NILETTO,05/09/2020
429,30,Ананасовый сироп,Natan & Ганвест,05/09/2020
430,31,Там ревели горы,Miyagi & Andy Panda,05/09/2020
431,32,Увезите меня на Дип-хаус,GAYAZOV$ BROTHER$,05/09/2020
432,33,UNO,Little Big,05/09/2020
433,34,3-е сентября,Михаил Шуфутинский,05/09/2020
434,35,Credo,Zivert,05/09/2020
435,36,Луна не знает пути,"Тайпан, Agunda",05/09/2020
436,37,Beverly Hills,Zivert,05/09/2020
437,38,August,Intelligency,05/09/2020
438,39,Ты беспощадна,JONY,05/09/2020
439,40,Тепло,Макс Корж,05/09/2020
440,41,Зачем топтать мою любовь,"DJ Nejtrino, Elia",05/09/2020
441,42,Комета,JONY,05/09/2020
442,43,Все мимо,Artik & Asti,05/09/2020
443,44,Прятки,HammAli & Navai,05/09/2020
444,45,На своём вайбе,"Jah Khalib, GUF",05/09/2020
445,46,Малиновый закат (Remix),"Lvnx, ANAMUN",05/09/2020
446,47,Пикачу,Mia Boyka & ЕГОР ШИП,05/09/2020
447,48,Океан,Мари Краймбрери,05/09/2020
448,49,Life,Zivert,05/09/2020
449,50,Грустный дэнс,"Artik & Asti, Артём Качер",05/09/2020
450,51,На тебя смотрю,"Jah Khalib, ВесЪ",05/09/2020
451,52,F..k that,Bastard!,05/09/2020
452,53,Выхода нет,Сплин,05/09/2020
453,54,Зелёные волны,Zivert,05/09/2020
454,55,По кайфу,Олег Кензов,05/09/2020
455,56,Hypnodancer,Little Big,05/09/2020
456,57,Таблетка,"Джаро & Ханза, kavabanga Depo kolibri",05/09/2020
457,58,Лига легенд,Noize MC,05/09/2020
458,59,Не смогу,"VERBEE, KARA KROSS",05/09/2020
459,60,Kings & Queens,Ava Max,05/09/2020
460,61,Психушка,Karna.val,05/09/2020
461,62,Вали,Канги,05/09/2020
462,63,Спой,Миша Марвин feat. Мот,05/09/2020
463,64,Кукла колдуна,Король и Шут,05/09/2020
464,65,#ПеретанцуйМеня,Артур Пирожков,05/09/2020
465,66,ICE,MORGENSHTERN,05/09/2020
466,67,A Million On My Soul (Remix),"Moses, EMR3YGUL, Alexiane",05/09/2020
467,68,Сансара,"Баста, Скриптонит, Сергей Бобунец, Диана Арбенина, Ант, SunSay",05/09/2020
468,69,Лето на ветер,"GUF, Кравц",05/09/2020
469,70,BALENCIAGA,FILV,05/09/2020
470,71,Ну чё ты такой хороший?,Асия,05/09/2020
471,72,Пряталась в ванной,Мари Краймбрери,05/09/2020
472,73,Ураган,"GUF, Murovei, V $ X V PRiNCE",05/09/2020
473,74,Dance Monkey,Tones And I,05/09/2020
474,75,Прыгну со скалы,Король и Шут,05/09/2020
475,76,Лесник,Король и Шут,05/09/2020
476,77,Золото,Супер Жорик,05/09/2020
477,78,В последний раз,Тима Белорусских,05/09/2020
478,79,ВЕЧЕРиНОЧКА,"MONATIK, Вера Брежнева",05/09/2020
479,80,I Got Love,"Miyagi & Эндшпиль, Рем Дигга",05/09/2020
480,81,БАУНТИ,"Зомб, Gidayyat, Gazan",05/09/2020
481,82,"ТЫ КРУЧЕ, ЧЕМ...",GAYAZOV$ BROTHER$,05/09/2020
482,83,Numb,Linkin Park,05/09/2020
483,84,Kosandra,Miyagi & Andy Panda,05/09/2020
484,85,Под гипнозом,Artik & Asti,05/09/2020
485,86,Кометы,polnalyubvi,05/09/2020
486,87,Фаталити,"KAREENA, Елена Темникова",05/09/2020
487,88,Перемен,КИНО,05/09/2020
488,89,Положение,"Dior, Samo & ID",05/09/2020
489,90,ily,"Surf Mesa, Emilee",05/09/2020
490,91,Чувства,Artik & Asti,05/09/2020
